Model Name,Shadowing,Description,Display As,Dimensions,String Type,String Count,Node Count,Light Count,Est Current (Amps),Channels Per Node, Channel Count,Start Channel,Start Channel No,#Universe(or id):Start Channel,End Channel No,Default Buffer W x H,Preview,Controller Ports,Connection Protocol,Connection Attributes,Controller Name,Controller Type,Protocol,Controller Description,IP,Baud,Universe/Id,Universe Channel,Controller Channel,Active
"Tree- Tomato A4.4 {CL} (W)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato A4.1 {CL} (R):3,16,#1:16,16,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,16,16,
"Tree- Tomato A5 Group (RGBW)",,"Tree- Tomato A5.1 {CR} (R), Tree- Tomato A5.2 {CR} (G), Tree- Tomato A5.3 {CR} (B), Tree- Tomato A5.4 {CR} (W)","ModelGroup",,,,,,,,,,,,,17 x 57,Default
"Tree- Tomato A5.1 {CR} (R)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Red",1,1,100,,1,1,>Tree- Tomato A4.1 {CL} (R):4,17,#1:17,17,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,17,17,
"Tree- Tomato A5.2 {CR} (G)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Green",1,1,100,,1,1,>Tree- Tomato A5.1 {CR} (R):1,18,#1:18,18,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,18,18,
"Tree- Tomato A5.3 {CR} (B)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Blue",1,1,100,,1,1,>Tree- Tomato A5.1 {CR} (R):2,19,#1:19,19,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,19,19,
"Tree- Tomato A5.4 {CR} (W)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato A5.1 {CR} (R):3,20,#1:20,20,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,20,20,
"Tree- Tomato A6 Group (RGBW)",,"Tree- Tomato A6.1 (R), Tree- Tomato A6.2 (G), Tree- Tomato A6.3 (B), Tree- Tomato A6.4 (W)","ModelGroup",,,,,,,,,,,,,17 x 57,Default
"Tree- Tomato A6.1 (R)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Red",1,1,100,,1,1,>Tree- Tomato A5.1 {CR} (R):4,21,#1:21,21,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,21,21,
"Tree- Tomato A6.2 (G)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Green",1,1,100,,1,1,>Tree- Tomato A6.1 (R):1,22,#1:22,22,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,22,22,
"Tree- Tomato A6.3 (B)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Blue",1,1,100,,1,1,>Tree- Tomato A6.1 (R):2,23,#1:23,23,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,23,23,
"Tree- Tomato A6.4 (W)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato A6.1 (R):3,24,#1:24,24,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,24,24,
"Tree- Tomato A7 Group (RGBW)",,"Tree- Tomato A7.1 (R), Tree- Tomato A7.2 (G), Tree- Tomato A7.3 (B), Tree- Tomato A7.4 (W)","ModelGroup",,,,,,,,,,,,,17 x 57,Default
"Tree- Tomato A7.1 (R)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Red",1,1,100,,1,1,>Tree- Tomato A6.1 (R):4,25,#1:25,25,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,25,25,
"Tree- Tomato A7.2 (G)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Green",1,1,100,,1,1,>Tree- Tomato A7.1 (R):1,26,#1:26,26,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,26,26,
"Tree- Tomato A7.3 (B)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Blue",1,1,100,,1,1,>Tree- Tomato A7.1 (R):2,27,#1:27,27,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,27,27,
"Tree- Tomato A7.4 (W)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato A7.1 (R):3,28,#1:28,28,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,28,28,
"Tree- Tomato A8 Group (RGBW)",,"Tree- Tomato A8.1 {R} (R), Tree- Tomato A8.2 {R} (G), Tree- Tomato A8.3 {R} (B), Tree- Tomato A8.4 {R} (W)","ModelGroup",,,,,,,,,,,,,17 x 57,Default
"Tree- Tomato A8.1 {R} (R)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Red",1,1,100,,1,1,>Tree- Tomato A7.1 (R):4,29,#1:29,29,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,29,29,
"Tree- Tomato A8.2 {R} (G)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Green",1,1,100,,1,1,>Tree- Tomato A8.1 {R} (R):1,30,#1:30,30,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,30,30,
"Tree- Tomato A8.3 {R} (B)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Blue",1,1,100,,1,1,>Tree- Tomato A8.1 {R} (R):2,31,#1:31,31,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,31,31,
"Tree- Tomato A8.4 {R} (W)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato A8.1 {R} (R):3,32,#1:32,32,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,32,32,
"Tree- Tomato B1 Group (VW)",,"Tree- Tomato B1.1 {L} (V), Tree- Tomato B1.2 {L} (W)","ModelGroup",,,,,,,,,,,,,16 x 49,Default
"Tree- Tomato B1.1 {L} (V)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,33,33,#1:33,33,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,33,33,
"Tree- Tomato B1.2 {L} (W)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato B1.1 {L} (V):1,34,#1:34,34,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,34,34,
"Tree- Tomato B2 Group (VW)",,"Tree- Tomato B2.1 (V), Tree- Tomato B2.2 (W)","ModelGroup",,,,,,,,,,,,,17 x 54,Default
"Tree- Tomato B2.1 (V)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato B1.1 {L} (V):2,35,#1:35,35,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,35,35,
"Tree- Tomato B2.2 (W)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato B2.1 (V):1,36,#1:36,36,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,36,36,
"Tree- Tomato B3 Group (VW)",,"Tree- Tomato B3.1 (V), Tree- Tomato B3.2 (W)","ModelGroup",,,,,,,,,,,,,17 x 55,Default
"Tree- Tomato B3.1 (V)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato B2.1 (V):2,37,#1:37,37,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,37,37,
"Tree- Tomato B3.2 (W)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato B3.1 (V):1,38,#1:38,38,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,38,38,
"Tree- Tomato B4 Group (VW)",,"Tree- Tomato B4.1 {CL} (V), Tree- Tomato B4.2 {CL} (W)","ModelGroup",,,,,,,,,,,,,17 x 55,Default
"Tree- Tomato B4.1 {CL} (V)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato B3.1 (V):2,39,#1:39,39,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,39,39,
"Tree- Tomato B4.2 {CL} (W)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato B4.1 {CL} (V):1,40,#1:40,40,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,40,40,
"Tree- Tomato B5 Group (VW)",,"Tree- Tomato B5.1 {CR} (V), Tree- Tomato B5.2 {CR} (W)","ModelGroup",,,,,,,,,,,,,17 x 55,Default
"Tree- Tomato B5.1 {CR} (V)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato B4.1 {CL} (V):2,41,#1:41,41,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,41,41,
"Tree- Tomato B5.2 {CR} (W)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato B5.1 {CR} (V):1,42,#1:42,42,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,42,42,
"Tree- Tomato B6 Group (VW)",,"Tree- Tomato B6.1 (V), Tree- Tomato B6.2 (W)","ModelGroup",,,,,,,,,,,,,17 x 55,Default
"Tree- Tomato B6.1 (V)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato B5.1 {CR} (V):2,43,#1:43,43,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,43,43,
"Tree- Tomato B6.2 (W)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato B6.1 (V):1,44,#1:44,44,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,44,44,
"Tree- Tomato B7 Group (VW)",,"Tree- Tomato B7.1 (V), Tree- Tomato B7.2 (W)","ModelGroup",,,,,,,,,,,,,17 x 55,Default
"Tree- Tomato B7.1 (V)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato B6.1 (V):2,45,#1:45,45,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,45,45,
"Tree- Tomato B7.2 (W)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato B7.1 (V):1,46,#1:46,46,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,46,46,
"Tree- Tomato B8 Group (VW)",,"Tree- Tomato B8.1 {R} (V), Tree- Tomato B8.2 {R} (W)","ModelGroup",,,,,,,,,,,,,17 x 55,Default
"Tree- Tomato B8.1 {R} (V)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato B7.1 (V):2,47,#1:47,47,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,47,47,
"Tree- Tomato B8.2 {R} (W)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato B8.1 {R} (V):1,48,#1:48,48,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,48,48,
"Trees",,"Trees- Tomato All Groups Group (RGBWVW), Trees- Spiral Group (WWWG), Trees- Tinsel Group (R), Trees- Others Group, Presents (M)","ModelGroup",,,,,,,,,,,,,375 x 84,Default
"Trees- Others Group",,"Tree- Big AC 1 (M), Trees- Tinsel Group (R), Tree- Small {L} (B), Trees- Spiral Group (WWWG), Trees- Willow (W), Tree- Rainbow Inflatible, Trees- Rainbow (ROYGBV), Presents (M)","ModelGroup",,,,,,,,,,,,,372 x 83,Default
"Trees- Palm Top (G)","","","Tree","Width 34.69in Height 9.61in Depth 34.69in","Single Color Custom",1,1,192,,1,1,58,58,#1:58,58,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,58,58,
"Trees- Palm Trunk (G)","","","Tree","Width 4.34in Height 39.02in Depth 4.34in","Single Color White",1,1,39,,1,1,>Trees- Palm Top (G):1,59,#1:59,59,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,59,59,
"Trees- Rainbow (ROYGBV)",,"Trees- Rainbow 1 {T} (R), Trees- Rainbow 2 (O), Trees- Rainbow 3 (Y), Trees- Rainbow 4 (G), Trees- Rainbow 5 (B), Trees- Rainbow 6 {B} (V)","ModelGroup",,,,,,,,,,,,,1 x 46,Default
"Trees- Rainbow 1 {T} (R)","","","Single Line","Length 0.00in","Single Color Red",1,1,1,,1,1,57,57,#1:57,57,1 x 1,"Default",0,ws2811,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,57,57,
"Trees- Rainbow 2 (O)","","","Single Line","Length 0.00in","Single Color Custom",1,1,1,,1,1,@Trees- Rainbow 1 {T} (R):1,57,#1:57,57,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,57,57,
"Trees- Rainbow 3 (Y)","","","Single Line","Length 0.00in","Single Color Custom",1,1,1,,1,1,@Trees- Rainbow 1 {T} (R):1,57,#1:57,57,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,57,57,
"Trees- Rainbow 4 (G)","","","Single Line","Length 0.00in","Single Color Green",1,1,1,,1,1,@Trees- Rainbow 1 {T} (R):1,57,#1:57,57,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,57,57,
"Trees- Rainbow 5 (B)","","","Single Line","Length 0.00in","Single Color Blue",1,1,1,,1,1,@Trees- Rainbow 1 {T} (R):1,57,#1:57,57,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,57,57,
"Trees- Rainbow 6 {B} (V)","","","Single Line","Length 0.00in","Single Color Custom",1,1,1,,1,1,@Trees- Rainbow 1 {T} (R):1,57,#1:57,57,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,57,57,
"Trees- Spiral Group (WWWG)",,"Tree- Spiral 4 {B} (WV), Tree- Spiral 2 {F} (WG), Tree- Spiral 1 {L} (WR), Tree- Spiral 3 {R} (WB)","ModelGroup",,,,,,,,,,,,,132 x 91,Default
"Trees- Tinsel Group (R)",,"Tree- Tinsel 1 {L} (R), Tree- Tinsel 2 {R} (R)","ModelGroup",,,,,,,,,,,,,369 x 24,Default
"Trees- Tomato A 1 Red Group (R)",,"Tree- Tomato A1.1 (L} (R), Tree- Tomato A2.1 (R), Tree- Tomato A3.1 (R), Tree- Tomato A4.1 {CL} (R), Tree- Tomato A5.1 {CR} (R), Tree- Tomato A6.1 (R), Tree- Tomato A7.1 (R), Tree- Tomato A8.1 {R} (R)","ModelGroup",,,,,,,,,,,,,307 x 55,Default
"Trees- Tomato A 2 Grn Group (G)",,"Tree- Tomato A1.2 (L} (G), Tree- Tomato A2.2 (G), Tree- Tomato A3.2 (G), Tree- Tomato A4.2 {CL} (G), Tree- Tomato A5.2 {CR} (G), Tree- Tomato A6.2 (G), Tree- Tomato A7.2 (G), Tree- Tomato A8.2 {R} (G)","ModelGroup",,,,,,,,,,,,,308 x 57,Default
"Trees- Tomato A 3 Blu Group (B)",,"Tree- Tomato A1.3 (L} (B), Tree- Tomato A2.3 (B), Tree- Tomato A3.3 (B), Tree- Tomato A4.3 {CL} (B), Tree- Tomato A5.3 {CR} (B), Tree- Tomato A6.3 (B), Tree- Tomato A7.3 (B), Tree- Tomato A8.3 {R} (B)","ModelGroup",,,,,,,,,,,,,308 x 58,Default
"Trees- Tomato A 4 Wht Group (W)",,"Tree- Tomato A1.4 {L} (W), Tree- Tomato A2.4 (W), Tree- Tomato A3.4 (W), Tree- Tomato A4.4 {CL} (W), Tree- Tomato A5.4 {CR} (W), Tree- Tomato A6.4 (W), Tree- Tomato A7.4 (W), Tree- Tomato A8.4 {R} (W)","ModelGroup",,,,,,,,,,,,,308 x 56,Default
"Trees- Tomato A+B Wht Indiv Group",,"Tree- Tomato B1.2 {L} (W), Tree- Tomato A1.4 {L} (W), Tree- Tomato B2.2 (W), Tree- Tomato A2.4 (W), Tree- Tomato B3.2 (W), Tree- Tomato A3.4 (W), Tree- Tomato B4.2 {CL} (W), Tree- Tomato A4.4 {CL} (W), Tree- Tomato A5.4 {CR} (W), Tree- Tomato B5.2 {CR} (W), Tree- Tomato A6.4 (W), Tree- Tomato B6.2 (W), Tree- Tomato A7.4 (W), Tree- Tomato B7.2 (W), Tree- Tomato A8.4 {R} (W), Tree- Tomato B8.2 {R} (W)","ModelGroup",,,,,,,,,,,,,372 x 51,Default
"Trees- Tomato All Groups Group (RGBWVW)",,"Trees- Tomato Row A By Tree (RGBW), Trees- Tomato Row B By Tree (VW), Trees- Tomato Row A  B By Color","ModelGroup",,,,,,,,,,,,,372 x 53,Default
"Trees- Tomato B Vio Group",,"Tree- Tomato B1.1 {L} (V), Tree- Tomato B2.1 (V), Tree- Tomato B3.1 (V), Tree- Tomato B4.1 {CL} (V), Tree- Tomato B5.1 {CR} (V), Tree- Tomato B6.1 (V), Tree- Tomato B7.1 (V), Tree- Tomato B8.1 {R} (V)","ModelGroup",,,,,,,,,,,,,371 x 51,Default
"Trees- Tomato B Wht Group",,"Tree- Tomato B1.2 {L} (W), Tree- Tomato B2.2 (W), Tree- Tomato B3.2 (W), Tree- Tomato B4.2 {CL} (W), Tree- Tomato B5.2 {CR} (W), Tree- Tomato B6.2 (W), Tree- Tomato B7.2 (W), Tree- Tomato B8.2 {R} (W)","ModelGroup",,,,,,,,,,,,,372 x 51,Default
"Trees- Tomato Row A  B By Color",,"Trees- Tomato A 1 Red Group (R), Trees- Tomato A 2 Grn Group (G), Trees- Tomato A 3 Blu Group (B), Trees- Tomato A 4 Wht Group (W), Trees- Tomato B Vio Group, Trees- Tomato B Wht Group, Trees- Tomato A+B Wht Indiv Group","ModelGroup",,,,,,,,,,,,,372 x 53,Default
"Trees- Tomato Row A By Tree (RGBW)",,"Tree- Tomato A1 Group (RGBW), Tree- Tomato A2 Group (RGBW), Tree- Tomato A3 Group (RGBW), Tree- Tomato A4 Group (RGBW), Tree- Tomato A5 Group (RGBW), Tree- Tomato A6 Group (RGBW), Tree- Tomato A7 Group (RGBW), Tree- Tomato A8 Group (RGBW)","ModelGroup",,,,,,,,,,,,,309 x 58,Default
"Trees- Tomato Row B By Tree (VW)",,"Tree- Tomato B1 Group (VW), Tree- Tomato B2 Group (VW), Tree- Tomato B3 Group (VW), Tree- Tomato B4 Group (VW), Tree- Tomato B5 Group (VW), Tree- Tomato B6 Group (VW), Tree- Tomato B7 Group (VW), Tree- Tomato B8 Group (VW)","ModelGroup",,,,,,,,,,,,,372 x 51,Default
"Trees- Tomatos (All) (RGBWVW)",,"Trees- Tomato Row A By Tree (RGBW), Trees- Tomato Row B By Tree (VW), Trees- Tomato Row A  B By Color, Strobes- C9- Trees {FC} (W), Trees- Spiral Group (WWWG), Tree- Big AC 1 (M), Tree- Small {L} (B), Trees- Willow and Palm (GW), Presents (M)","ModelGroup",,,,,,,,,,,,,375 x 84,Default
"Trees- Willow (W)","","","Tree","Width 26.68in Height 54.03in Depth 26.68in","Single Color White",1,1,192,,1,1,@Trees- Palm Top (G):1,58,#1:58,58,1 x 1,"Default",0,ws2811,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,58,58,
"Trees- Willow and Palm (GW)",,"Trees- Palm Top (G), Trees- Palm Trunk (G), Trees- Willow (W)","ModelGroup",,,,,,,,,,,,,50 x 47,Default
"UFOs (RGB)",,"UFOs 1 {L} (RGB), UFOs 2 {CT} (RGB), UFOs 3 {R} (RGB)","ModelGroup",,,,,,,,,,,,,400 x 122,Default
"UFOs 1 {L} (RGB)",,"UFOs 1 {L}{L} (RGB), UFOs 1 {L}{R} (RGB)","ModelGroup",,,,,,,,,,,,,102 x 1,Default
"UFOs 1 {L}{L} (RGB)","","","Image","Width 22.88in Height 21.55in","Single Color White",1,1,2,,1,1,78,78,#1:78,78,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,78,78,
"UFOs 1 {L}{R} (RGB)","","","Image","Width 22.88in Height 21.55in","Single Color White",1,1,2,,1,1,@UFOs 1 {L}{L} (RGB):1,78,#1:78,78,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,78,78,
"UFOs 2 {CT} (RGB)",,"UFOs 2 {CT}{L} (RGB), UFOs 2 {CT}{R} (RGB)","ModelGroup",,,,,,,,,,,,,37 x 1,Default
"UFOs 2 {CT}{L} (RGB)","","","Image","Width 22.88in Height 21.55in","Single Color White",1,1,2,,1,1,204,204,#2:76,204,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,76,76,
"UFOs 2 {CT}{R} (RGB)","","","Image","Width 22.88in Height 21.55in","Single Color White",1,1,2,,1,1,@UFOs 2 {CT}{L} (RGB):1,204,#2:76,204,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,76,76,
"UFOs 3 {R} (RGB)",,"UFOs 3 {R}{L} (RGB), UFOs 3 {R}{R} (RGB)","ModelGroup",,,,,,,,,,,,,91 x 1,Default
"UFOs 3 {R}{L} (RGB)","","","Image","Width 22.88in Height 21.55in","Single Color White",1,1,2,,1,1,205,205,#2:77,205,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,77,77,
"UFOs 3 {R}{R} (RGB)","","","Image","Width 22.88in Height 21.55in","Single Color White",1,1,2,,1,1,@UFOs 3 {R}{L} (RGB):1,205,#2:77,205,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,77,77,
"Wheel of Dharma","","","Custom","Width 48.03in Height 48.03in Depth 1833.75in","RGB Nodes",1,128,128,7.04,3,384,!APix16 12V Out #11 Wheel of Dharma:1,6965,#21:1,7348,48 x 48,"Default",0,,,"APix16 12V Out #11 Wheel of Dharma",HolidayCoro AlphaPix 16,E131,"The Wheel of Dharma with Karma",10.3.12.16,,21,1,1,
"Work Together 1 (R)","","","Circle","Width 37.52in Height 37.52in","Single Color Red",1,1,50,,1,1,93,93,#1:93,93,50 x 1,"Default",0,ws2811,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,93,93,
"Work Together 2 (W)","","","Circle","Width 37.52in Height 37.52in","Single Color White",1,1,50,,1,1,>Work Together 1 (R):1,94,#1:94,94,50 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,94,94,
"Work Together 3 (B)","","","Circle","Width 37.52in Height 37.52in","Single Color Red",1,1,50,,1,1,>Work Together 2 (W):1,95,#1:95,95,50 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,95,95,
"Work Together 4 Swirly Stars (RWB)","","","Single Line","Length 0.00in","Single Color Blue",1,1,1,,1,1,>Work Together 3 (B):1,96,#1:96,96,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,96,96,
